gene_id	median_abs_deviation
GSM2689327	0.0
GSM2689328	0.0
GSM2689329	0.0
GSM2689330	0.0
GSM2689331	0.0
GSM2689332	0.0
GSM2689333	0.0
GSM2689334	0.0
GSM2689335	0.0
GSM2689336	0.0
GSM2689337	0.0
GSM2689338	0.0
GSM2689339	0.0
GSM2689340	0.0
GSM2689341	0.0
GSM2689342	0.0
GSM2689343	0.0
GSM2689344	0.0
GSM2689345	0.0
GSM2689346	0.0
GSM2689347	0.0
GSM2689348	0.0
GSM2689349	0.0
GSM2689350	0.0
GSM2689351	0.0
GSM2689352	0.0
GSM2689353	0.0
GSM2689354	0.0
GSM2689355	0.0
GSM2689356	0.0
GSM2689357	0.0
GSM2689358	0.0
GSM2689359	0.0
GSM2689360	0.0
GSM2689361	0.0
GSM2689362	0.0
GSM2689363	0.0
GSM2689364	0.0
GSM2689365	0.0
GSM2689366	0.0
GSM2689367	0.0
GSM2689368	0.0
GSM2689369	0.0
GSM2689370	0.0
GSM2689371	0.0
GSM2689372	0.0
GSM2689373	0.0
GSM2689374	0.0
GSM2689375	0.0
GSM2689376	0.0
GSM2689377	0.0
GSM2689378	0.0
GSM2689379	0.0
GSM2689380	0.0
GSM2689381	0.0
GSM2689382	0.0
GSM2689383	0.0
GSM2689384	0.0
GSM2689385	0.0
GSM2689386	0.0
GSM2689387	0.0
GSM2689388	0.0
GSM2689389	0.0
GSM2689390	0.0
GSM2689391	0.0
GSM2689392	0.0
GSM2689393	0.0
GSM2689394	0.0
GSM2689395	0.0
GSM2689396	0.0
GSM2689397	0.0
GSM2689398	0.0
GSM2689458	22.1343
GSM2689459	10.11915
GSM2689460	36.9322
GSM2689461	12.8571
GSM2689462	30.337699999999998
GSM2689463	9.0043
GSM2689464	16.9922
GSM2689465	14.866299999999999
GSM2689466	16.5416
GSM2689467	9.8239
GSM2689468	16.9827
GSM2689469	10.2852
GSM2689470	11.2172
GSM2689471	19.36385
GSM2689472	16.99475
GSM2690847	40.39305
GSM2690848	35.7432
GSM2690849	39.32165
GSM2690850	51.937799999999996
GSM2690851	46.4561
GSM2690852	36.90685
GSM2690853	46.56395
GSM2690854	55.0852
GSM2690855	52.47455
GSM2690856	51.03825
GSM2690857	60.96355
GSM2691239	45.101200000000006
GSM2691240	45.106049999999996
GSM2691241	58.0938
GSM2691242	45.8347
GSM2691243	56.7172
GSM2691244	56.94515
GSM2691245	39.8844
GSM2691246	28.7435
GSM2691349	17.4703
GSM2691350	16.6378
GSM2691351	18.84035
GSM2691352	15.0
GSM2691353	23.04815
GSM2691354	16.3063
GSM2691355	18.00065
GSM2691356	18.0
GSM2691357	26.0
GSM2691358	31.507199999999997
GSM2691359	16.0
GSM2691360	18.0
GSM2691922	16.3227
GSM2691923	17.201
GSM2691924	17.7883
GSM2691925	19.8794
GSM2691926	14.28055
GSM2692389	9.5537
GSM2692390	11.824950000000001
GSM2692391	13.28745
GSM2692392	17.02965
GSM2692393	12.261949999999999
GSM2692394	9.8293
GSM2692395	16.03325
GSM2692396	10.3118
GSM2692397	14.450099999999999
GSM2692398	11.0085
GSM2692399	9.7868
GSM2692400	10.26435
GSM2692401	8.26815
GSM2692402	6.86575
GSM2692577	39.7586
GSM2692578	41.01095
GSM2692579	39.9983
GSM2692580	77.9029
GSM2692581	76.0543
GSM2692582	70.2997
GSM2692583	45.001149999999996
GSM2692584	112.8187
GSM2692585	115.36575
GSM2692586	81.35405
GSM2692587	89.1675
GSM2692588	77.03495000000001
GSM2692589	67.78495000000001
GSM2692590	60.151799999999994
GSM2692591	59.937
GSM2692592	47.89605
GSM2692593	82.55985000000001
GSM2692594	101.68375
GSM2693346	28.0806
GSM2693347	4.15015
GSM2693348	7.9372
GSM2693349	28.7447
GSM2693929	105.52265
GSM2693930	106.6871
GSM2695328	85.77045
GSM2695329	92.9579
GSM2695330	83.58924999999999
GSM2695331	89.7907
GSM2695666	14.9954
GSM2695667	15.96855
GSM2695668	15.965150000000001
GSM2695669	14.08915
GSM2695670	14.681899999999999
GSM2695671	14.908650000000002
GSM2695672	16.7836
GSM2695673	14.7488
GSM2695674	12.973849999999999
GSM2695675	15.5963
GSM2695676	15.875399999999999
GSM2696500	44.1254
GSM2696501	113.87355
GSM2696502	131.83089999999999
GSM2696503	90.2593
GSM2696504	193.29515
GSM2696505	67.80234999999999
GSM2696506	67.62905
GSM2696507	126.99170000000001
GSM2696508	117.99125000000001
GSM2696509	77.23384999999999
GSM2696510	134.3936
GSM2696511	144.5885
GSM2696512	116.61585
GSM2696513	92.29820000000001
GSM2696514	55.94625
GSM2696515	118.019
GSM2696516	114.117
GSM2696517	42.2239
GSM2696518	86.87100000000001
GSM2696519	78.4144
GSM2696520	101.46975
GSM2696521	192.93335000000002
GSM2696522	70.6656
GSM2696523	90.05930000000001
GSM2696524	119.53229999999999
GSM2696525	90.78805
GSM2696526	209.8564
GSM2696527	70.61245
GSM2696528	116.8242
GSM2696529	121.3914
GSM2696530	43.327299999999994
GSM2696531	92.29135
GSM2696532	109.47385
GSM2696533	136.74025
GSM2696534	56.26535
GSM2696535	68.4418
GSM2696536	57.364999999999995
GSM2696537	86.08515
GSM2696538	108.5765
GSM2696539	97.65090000000001
GSM2696540	121.82585
GSM2696541	77.61995
GSM2696542	72.0238
GSM2696543	105.64824999999999
GSM2696544	217.65935000000002
GSM2696545	150.8448
GSM2696546	159.74380000000002
GSM2696547	150.53405
GSM2696548	104.39085
GSM2696549	173.39710000000002
GSM2696550	112.6567
GSM2696551	98.24969999999999
GSM2696552	118.46495
GSM2696553	116.36535
GSM2696554	141.23195
GSM2696555	46.17915
GSM2696556	208.45600000000002
GSM2696557	60.88555
GSM2696558	19.39985
GSM2696559	23.31065
GSM2696560	106.3253
GSM2696561	45.5704
GSM2696562	66.89475
GSM2696563	120.4003
GSM2696564	48.065650000000005
GSM2696565	13.54515
GSM2696566	19.319200000000002
GSM2696567	132.01569999999998
GSM2696568	62.1797
GSM2696569	72.33055
GSM2696570	119.33165
GSM2696571	27.8874
GSM2696572	23.19495
GSM2696573	115.6567
GSM2696574	16.1555
GSM2696575	31.624499999999998
GSM2696576	22.89205
GSM2696577	81.30125000000001
GSM2696578	30.24695
GSM2696579	93.88675
GSM2696580	94.0826
GSM2696581	53.3686
GSM2696582	14.63055
GSM2696583	32.758449999999996
GSM2696584	18.7806
GSM2696585	84.99885
GSM2696586	47.5047
GSM2696587	77.67840000000001
GSM2696588	19.4603
GSM2696589	37.0937
GSM2696590	89.51835
GSM2696591	99.64915
GSM2696592	17.781599999999997
GSM2696593	72.07855
GSM2696594	30.677950000000003
GSM2696595	14.8901
GSM2696596	45.0851
GSM2696597	35.62625
GSM2696598	71.3201
GSM2696599	75.98945
GSM2696600	34.2547
GSM2696601	50.0864
GSM2696602	104.64519999999999
GSM2698456	18.08755
GSM2698457	18.414749999999998
GSM2698458	16.75045
GSM2698459	23.54585
GSM2699211	22.0
GSM2699212	20.0
GSM2699213	26.0
GSM2699214	28.0
GSM2699215	27.0
GSM2699216	25.0
GSM2699217	24.0
GSM2699218	17.0
GSM2699219	19.0
GSM2699220	21.0
GSM2699221	23.0
GSM2699222	29.0
GSM2699223	33.0
GSM2699224	26.0
GSM2699225	31.0
GSM2699226	28.0
GSM2699227	30.0
GSM2699228	24.0
GSM2699229	24.0
GSM2699230	23.0
GSM2699231	23.0
GSM2699232	26.0
GSM2699233	25.0
GSM2699234	29.0
GSM2699235	21.0
GSM2699236	27.0
GSM2699237	27.0
GSM2699238	30.0
GSM2699239	16.0
GSM2699240	20.0
GSM2699241	22.0
GSM2699242	35.0
GSM2699243	28.0
GSM2699244	28.0
GSM2699245	36.0
GSM2699246	31.0
GSM2699247	25.0
GSM2699248	31.0
GSM2699249	26.0
GSM2699250	20.0
GSM2699251	26.0
GSM2699252	34.0
GSM2699253	33.0
GSM2699254	25.0
GSM2699255	24.0
GSM2699256	32.0
GSM2699257	28.0
GSM2699258	31.0
GSM2699259	29.0
GSM2699260	29.0
GSM2699261	40.0
GSM2699262	30.0
GSM2699263	25.0
GSM2699264	26.0
GSM2699265	31.0
GSM2699266	30.0
GSM2699267	27.0
GSM2699268	25.0
GSM2699269	23.0
GSM2699270	27.0
GSM2699271	31.0
GSM2699272	25.0
GSM2699273	16.0
GSM2699274	35.0
GSM2699275	35.0
GSM2699276	32.0
GSM2699277	17.0
GSM2699278	45.0
GSM2699279	28.0
GSM2699280	28.0
GSM2699281	30.0
GSM2699282	28.0
GSM2699283	38.0
GSM2699284	36.0
GSM2699285	41.0
GSM2699286	25.0
GSM2699287	31.0
GSM2699288	23.0
GSM2699289	25.0
GSM2699290	15.0
GSM2699291	16.0
GSM2699292	27.0
GSM2699293	33.0
GSM2699294	37.0
GSM2699295	35.0
GSM2699296	33.0
GSM2699297	25.0
GSM2699298	25.0
GSM2699299	25.0
GSM2699301	30.0
GSM2699302	13.0
GSM2699303	17.0
GSM2699305	20.0
GSM2699306	12.0
GSM2699307	19.0
GSM2699308	21.0
GSM2699685	129.3019
GSM2699686	129.67034999999998
GSM2699687	158.72775000000001
GSM2699688	111.88635
GSM2699689	106.0053
GSM2699690	149.89260000000002
GSM2699691	83.0375
GSM2699692	67.68975
GSM2700022	37.1699
GSM2700023	31.361849999999997
GSM2700024	0.0
GSM2700025	0.0
GSM2700066	38.1897
GSM2700067	31.714799999999997
GSM2700068	30.93525
GSM2700069	37.568
GSM2700070	33.161649999999995
GSM2700071	40.9803
GSM2700072	31.98625
GSM2700073	32.35465
GSM2700074	100.68805
GSM2700075	81.37595
GSM2700076	62.0701
GSM2700077	93.6887
GSM2700346	8.0237
GSM2700347	9.649799999999999
GSM2700348	4.975
GSM2700349	6.956849999999999
GSM2700350	11.99735
GSM2700351	4.207800000000001
GSM2700352	7.51025
GSM2700353	9.00515
GSM2700354	7.9402
GSM2700355	8.1399
GSM2700356	9.95935
GSM2700357	11.16005
GSM2700358	7.0026
GSM2700359	6.4539
GSM2700360	7.11295
GSM2700361	6.9577
GSM2700362	6.942550000000001
GSM2700363	8.971250000000001
GSM2700503	50.64525
GSM2700504	62.968599999999995
GSM2700505	57.9777
GSM2700506	57.9319
GSM2700507	40.144999999999996
GSM2700508	43.959050000000005
GSM2700509	42.12715
GSM2700510	41.432100000000005
GSM2700511	45.1291
GSM2700512	47.9299
GSM2700513	41.73125
GSM2700514	38.8524
GSM2700515	32.687250000000006
GSM2700516	27.94845
GSM2700517	32.943
GSM2700518	32.06365
GSM2700519	30.94585
GSM2700520	31.646349999999998
GSM2700521	34.512299999999996
GSM2700522	33.237750000000005
GSM2701539	1.0
GSM2701540	72.0
GSM2701541	87.0
GSM2701542	80.0
GSM2701543	31.0
GSM2701544	53.0
GSM2701545	295.0
GSM2701546	53.0
GSM2701547	56.0
GSM2701548	50.0
GSM2701549	57.0
GSM2701550	40.0
GSM2701551	42.0
GSM2701552	46.0
GSM2701553	37.0
GSM2701554	52.0
GSM2701555	39.0
GSM2701556	43.0
GSM2701557	40.0
GSM2701558	57.0
GSM2701559	48.634299999999996
GSM2701560	54.2282
GSM2701561	44.03645
GSM2701562	114.8609
GSM2701923	21.0293
GSM2701924	22.997799999999998
GSM2701925	26.0
GSM2701926	27.35155
GSM2701927	27.3916
GSM2701928	19.68385
GSM2701929	31.154000000000003
GSM2701930	28.982
GSM2701931	15.64645
GSM2701932	28.628650000000004
GSM2701933	31.1075
GSM2701934	32.2723
GSM2701935	25.1007
GSM2701936	23.020699999999998
GSM2701937	24.95675
GSM2701938	23.63515
GSM2701939	14.82565
GSM2701940	24.90315
GSM2701941	25.4342
GSM2701942	23.63725
GSM2701943	26.1603
GSM2701944	25.9554
GSM2701945	26.3858
GSM2701946	25.5133
